word,provinceWord,provinceId,areaWords,areaId,local_district,sub_district,zip_code
ลาดหลุมแก้ว > หน้าไม้ > 12140,ปทุมธานี,13,ปทุมธานี เขต 1,1,ลาดหลุมแก้ว,หน้าไม้,12140
ควนกาหลง > ควนกาหลง > 91130,สตูล,91,สตูล เขต 2,2,ควนกาหลง,ควนกาหลง,91130
ควนกาหลง > อุใดเจริญ > 91130,สตูล,91,สตูล เขต 2,2,ควนกาหลง,อุใดเจริญ,91130
ท่าแพ > ท่าเรือ > 91150,สตูล,91,สตูล เขต 2,2,ท่าแพ,ท่าเรือ,91150
ท่าแพ > ท่าแพ > 91150,สตูล,91,สตูล เขต 2,2,ท่าแพ,ท่าแพ,91150
ท่าแพ > สาคร > 91150,สตูล,91,สตูล เขต 2,2,ท่าแพ,สาคร,91150
ท่าแพ > แป-ระ > 91150,สตูล,91,สตูล เขต 2,2,ท่าแพ,แป-ระ,91150
ทุ่งหว้า > ขอนคลาน > 91120,สตูล,91,สตูล เขต 2,2,ทุ่งหว้า,ขอนคลาน,91120
ทุ่งหว้า > ทุ่งบุหลัง > 91120,สตูล,91,สตูล เขต 2,2,ทุ่งหว้า,ทุ่งบุหลัง,91120
ทุ่งหว้า > ทุ่งหว้า > 91120,สตูล,91,สตูล เขต 2,2,ทุ่งหว้า,ทุ่งหว้า,91120
ทุ่งหว้า > นาทอน > 91120,สตูล,91,สตูล เขต 2,2,ทุ่งหว้า,นาทอน,91120
ทุ่งหว้า > ป่าแก่บ่อหิน > 91120,สตูล,91,สตูล เขต 2,2,ทุ่งหว้า,ป่าแก่บ่อหิน,91120
มะนัง > นิคมพัฒนา > 91130,สตูล,91,สตูล เขต 2,2,มะนัง,นิคมพัฒนา,91130
มะนัง > ปาล์มพัฒนา > 91130,สตูล,91,สตูล เขต 2,2,มะนัง,ปาล์มพัฒนา,91130
ละงู > กำแพง > 91110,สตูล,91,สตูล เขต 2,2,ละงู,กำแพง,91110
ละงู > น้ำผุด > 91110,สตูล,91,สตูล เขต 2,2,ละงู,น้ำผุด,91110
ละงู > ปากน้ำ > 91110,สตูล,91,สตูล เขต 2,2,ละงู,ปากน้ำ,91110
ละงู > ละงู > 91110,สตูล,91,สตูล เขต 2,2,ละงู,ละงู,91110
ละงู > เขาขาว > 91110,สตูล,91,สตูล เขต 2,2,ละงู,เขาขาว,91110
ละงู > แหลมสน > 91110,สตูล,91,สตูล เขต 2,2,ละงู,แหลมสน,91110
เมืองปทุมธานี > บางกะดี > 12000,ปทุมธานี,13,ปทุมธานี เขต 2,2,เมืองปทุมธานี,บางกะดี,12000
เมืองปทุมธานี > บางปรอก > 12000,ปทุมธานี,13,ปทุมธานี เขต 2,2,เมืองปทุมธานี,บางปรอก,12000
เมืองปทุมธานี > บางพูด > 12000,ปทุมธานี,13,ปทุมธานี เขต 2,2,เมืองปทุมธานี,บางพูด,12000
เมืองปทุมธานี > บางพูน > 12000,ปทุมธานี,13,ปทุมธานี เขต 2,2,เมืองปทุมธานี,บางพูน,12000
เมืองปทุมธานี > บ้านกระแชง > 12000,ปทุมธานี,13,ปทุมธานี เขต 2,2,เมืองปทุมธานี,บ้านกระแชง,12000
เมืองปทุมธานี > บ้านกลาง > 12000,ปทุมธานี,13,ปทุมธานี เขต 2,2,เมืองปทุมธานี,บ้านกลาง,12000
เมืองปทุมธานี > สวนพริกไทย > 12000,ปทุมธานี,13,ปทุมธานี เขต 2,2,เมืองปทุมธานี,สวนพริกไทย,12000
สามโคก > กระแชง > 12160,ปทุมธานี,13,ปทุมธานี เขต 2,2,สามโคก,กระแชง,12160
สามโคก > คลองควาย > 12160,ปทุมธานี,13,ปทุมธานี เขต 2,2,สามโคก,คลองควาย,12160
สามโคก > ท้ายเกาะ > 12160,ปทุมธานี,13,ปทุมธานี เขต 2,2,สามโคก,ท้ายเกาะ,12160
สามโคก > บางกระบือ > 12160,ปทุมธานี,13,ปทุมธานี เขต 2,2,สามโคก,บางกระบือ,12160
สามโคก > บางเตย > 12160,ปทุมธานี,13,ปทุมธานี เขต 2,2,สามโคก,บางเตย,12160
สามโคก > บางโพธิ์เหนือ > 12160,ปทุมธานี,13,ปทุมธานี เขต 2,2,สามโคก,บางโพธิ์เหนือ,12160
สามโคก > บ้านงิ้ว > 12160,ปทุมธานี,13,ปทุมธานี เขต 2,2,สามโคก,บ้านงิ้ว,12160
สามโคก > บ้านปทุม > 12160,ปทุมธานี,13,ปทุมธานี เขต 2,2,สามโคก,บ้านปทุม,12160
สามโคก > สามโคก > 12160,ปทุมธานี,13,ปทุมธานี เขต 2,2,สามโคก,สามโคก,12160
สามโคก > เชียงรากน้อย > 12160,ปทุมธานี,13,ปทุมธานี เขต 2,2,สามโคก,เชียงรากน้อย,12160
สามโคก > เชียงรากใหญ่ > 12160,ปทุมธานี,13,ปทุมธานี เขต 2,2,สามโคก,เชียงรากใหญ่,12160
แม่จัน > ท่าข้าวเปลือก > 57110,เชียงราย,57,เชียงราย เขต 3,3,แม่จัน,ท่าข้าวเปลือก,57110
แม่จัน > ป่าซาง > 57110,เชียงราย,57,เชียงราย เขต 3,3,แม่จัน,ป่าซาง,57110
แม่จัน > ป่าตึง > 57110,เชียงราย,57,เชียงราย เขต 3,3,แม่จัน,ป่าตึง,57110
แม่จัน > สันทราย > 57110,เชียงราย,57,เชียงราย เขต 3,3,แม่จัน,สันทราย,57110
แม่จัน > แม่จัน > 57110,เชียงราย,57,เชียงราย เขต 3,3,แม่จัน,แม่จัน,57110
แม่ลาว > จอมหมอกแก้ว > 57250,เชียงราย,57,เชียงราย เขต 3,3,แม่ลาว,จอมหมอกแก้ว,57250
แม่ลาว > ดงมะดะ > 57250,เชียงราย,57,เชียงราย เขต 3,3,แม่ลาว,ดงมะดะ,57250
แม่ลาว > บัวสลี > 57250,เชียงราย,57,เชียงราย เขต 3,3,แม่ลาว,บัวสลี,57250
แม่ลาว > ป่าก่อดำ > 57250,เชียงราย,57,เชียงราย เขต 3,3,แม่ลาว,ป่าก่อดำ,57250
แม่ลาว > โป่งแพร่ > 57000,เชียงราย,57,เชียงราย เขต 3,3,แม่ลาว,โป่งแพร่,57000
แม่สรวย > ท่าก๊อ > 57180,เชียงราย,57,เชียงราย เขต 3,3,แม่สรวย,ท่าก๊อ,57180
แม่สรวย > ป่าแดด > 57180,เชียงราย,57,เชียงราย เขต 3,3,แม่สรวย,ป่าแดด,57180
แม่สรวย > วาวี > 57180,เชียงราย,57,เชียงราย เขต 3,3,แม่สรวย,วาวี,57180
แม่สรวย > ศรีถ้อย > 57180,เชียงราย,57,เชียงราย เขต 3,3,แม่สรวย,ศรีถ้อย,57180
แม่สรวย > เจดีย์หลวง > 57180,เชียงราย,57,เชียงราย เขต 3,3,แม่สรวย,เจดีย์หลวง,57180
แม่สรวย > แม่พริก > 57180,เชียงราย,57,เชียงราย เขต 3,3,แม่สรวย,แม่พริก,57180
แม่สรวย > แม่สรวย > 57180,เชียงราย,57,เชียงราย เขต 3,3,แม่สรวย,แม่สรวย,57180
เวียงป่าเป้า > บ้านโป่ง > 57170,เชียงราย,57,เชียงราย เขต 3,3,เวียงป่าเป้า,บ้านโป่ง,57170
เวียงป่าเป้า > ป่างิ้ว > 57170,เชียงราย,57,เชียงราย เขต 3,3,เวียงป่าเป้า,ป่างิ้ว,57170
เวียงป่าเป้า > สันสลี > 57170,เชียงราย,57,เชียงราย เขต 3,3,เวียงป่าเป้า,สันสลี,57170
เวียงป่าเป้า > เวียง > 57170,เชียงราย,57,เชียงราย เขต 3,3,เวียงป่าเป้า,เวียง,57170
เวียงป่าเป้า > เวียงกาหลง > 57260,เชียงราย,57,เชียงราย เขต 3,3,เวียงป่าเป้า,เวียงกาหลง,57260
เวียงป่าเป้า > แม่เจดีย์ > 57260,เชียงราย,57,เชียงราย เขต 3,3,เวียงป่าเป้า,แม่เจดีย์,57260
เวียงป่าเป้า > แม่เจดีย์ใหม่ > 57260,เชียงราย,57,เชียงราย เขต 3,3,เวียงป่าเป้า,แม่เจดีย์ใหม่,57260
ธัญบุรี > ประชาธิปัตย์ > 12130,ปทุมธานี,13,ปทุมธานี เขต 4,4,ธัญบุรี,ประชาธิปัตย์,12130
ธัญบุรี > บึงยี่โถ > 12130,ปทุมธานี,13,ปทุมธานี เขต 6,6,ธัญบุรี,บึงยี่โถ,12130
ลำลูกกา > บึงคำพร้อย > 12150,ปทุมธานี,13,ปทุมธานี เขต 6,6,ลำลูกกา,บึงคำพร้อย,12150
ลำลูกกา > ลาดสวาย > 12150,ปทุมธานี,13,ปทุมธานี เขต 6,6,ลำลูกกา,ลาดสวาย,12150
เมืองปทุมธานี > บ้านใหม่ > 12000,ปทุมธานี,13,ปทุมธานี เขต 5,5,เมืองปทุมธานี,บ้านใหม่,12000
เมืองปทุมธานี > หลักหก > 12000,ปทุมธานี,13,ปทุมธานี เขต 5,5,เมืองปทุมธานี,หลักหก,12000
ลำลูกกา > คูคต > 12130,ปทุมธานี,13,ปทุมธานี เขต 5,5,ลำลูกกา,คูคต,12130
บางบ่อ > คลองด่าน > 10550,สมุทรปราการ,11,สมุทรปราการ เขต 8,8,บางบ่อ,คลองด่าน,10550
บางบ่อ > คลองนิยมยาตรา > 10560,สมุทรปราการ,11,สมุทรปราการ เขต 8,8,บางบ่อ,คลองนิยมยาตรา,10560
บางบ่อ > คลองสวน > 10560,สมุทรปราการ,11,สมุทรปราการ เขต 8,8,บางบ่อ,คลองสวน,10560
บางบ่อ > บางบ่อ > 10560,สมุทรปราการ,11,สมุทรปราการ เขต 8,8,บางบ่อ,บางบ่อ,10560
บางบ่อ > บางพลีน้อย > 10560,สมุทรปราการ,11,สมุทรปราการ เขต 8,8,บางบ่อ,บางพลีน้อย,10560
บางบ่อ > บางเพรียง > 10560,สมุทรปราการ,11,สมุทรปราการ เขต 8,8,บางบ่อ,บางเพรียง,10560
บางบ่อ > บ้านระกาศ > 10560,สมุทรปราการ,11,สมุทรปราการ เขต 8,8,บางบ่อ,บ้านระกาศ,10560
บางบ่อ > เปร็ง > 10560,สมุทรปราการ,11,สมุทรปราการ เขต 8,8,บางบ่อ,เปร็ง,10560
บางเสาธง > บางเสาธง > 10570,สมุทรปราการ,11,สมุทรปราการ เขต 8,8,บางเสาธง,บางเสาธง,10570
บางเสาธง > ศีรษะจรเข้ใหญ่ > 10570,สมุทรปราการ,11,สมุทรปราการ เขต 8,8,บางเสาธง,ศีรษะจรเข้ใหญ่,10570
ครบุรี > ครบุรี > 30250,นครราชสีมา,30,นครราชสีมา เขต 10,10,ครบุรี,ครบุรี,30250
ครบุรี > ครบุรีใต้ > 30250,นครราชสีมา,30,นครราชสีมา เขต 10,10,ครบุรี,ครบุรีใต้,30250
ครบุรี > จระเข้หิน > 30250,นครราชสีมา,30,นครราชสีมา เขต 10,10,ครบุรี,จระเข้หิน,30250
ครบุรี > บ้านใหม่ > 30250,นครราชสีมา,30,นครราชสีมา เขต 10,10,ครบุรี,บ้านใหม่,30250
ครบุรี > อรพิมพ์ > 30250,นครราชสีมา,30,นครราชสีมา เขต 10,10,ครบุรี,อรพิมพ์,30250
ครบุรี > เฉลียง > 30250,นครราชสีมา,30,นครราชสีมา เขต 10,10,ครบุรี,เฉลียง,30250
ครบุรี > แชะ > 30250,นครราชสีมา,30,นครราชสีมา เขต 10,10,ครบุรี,แชะ,30250
เฉลิมพระเกียรติ > พระพุทธ > 30230,นครราชสีมา,30,นครราชสีมา เขต 10,10,เฉลิมพระเกียรติ,พระพุทธ,30230
เฉลิมพระเกียรติ > หนองงูเหลือม > 30000,นครราชสีมา,30,นครราชสีมา เขต 10,10,เฉลิมพระเกียรติ,หนองงูเหลือม,30000
เฉลิมพระเกียรติ > หนองยาง > 30230,นครราชสีมา,30,นครราชสีมา เขต 10,10,เฉลิมพระเกียรติ,หนองยาง,30230
โชคชัย > กระโทก > 30190,นครราชสีมา,30,นครราชสีมา เขต 10,10,โชคชัย,กระโทก,30190
โชคชัย > ด่านเกวียน > 30190,นครราชสีมา,30,นครราชสีมา เขต 10,10,โชคชัย,ด่านเกวียน,30190
โชคชัย > ทุ่งอรุณ > 30190,นครราชสีมา,30,นครราชสีมา เขต 10,10,โชคชัย,ทุ่งอรุณ,30190
โชคชัย > ท่าจะหลุง > 30190,นครราชสีมา,30,นครราชสีมา เขต 10,10,โชคชัย,ท่าจะหลุง,30190
โชคชัย > ท่าลาดขาว > 30190,นครราชสีมา,30,นครราชสีมา เขต 10,10,โชคชัย,ท่าลาดขาว,30190
โชคชัย > ท่าอ่าง > 30190,นครราชสีมา,30,นครราชสีมา เขต 10,10,โชคชัย,ท่าอ่าง,30190
โชคชัย > ท่าเยี่ยม > 30190,นครราชสีมา,30,นครราชสีมา เขต 10,10,โชคชัย,ท่าเยี่ยม,30190
โชคชัย > พลับพลา > 30190,นครราชสีมา,30,นครราชสีมา เขต 10,10,โชคชัย,พลับพลา,30190
โชคชัย > ละลมใหม่พัฒนา > 30190,นครราชสีมา,30,นครราชสีมา เขต 10,10,โชคชัย,ละลมใหม่พัฒนา,30190
โชคชัย > โชคชัย > 30190,นครราชสีมา,30,นครราชสีมา เขต 10,10,โชคชัย,โชคชัย,30190
เขตบางเขน > ท่าแร้ง > 10220,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 12,12,เขตบางเขน,ท่าแร้ง,10220
เขตลาดพร้าว > จรเข้บัว > 10230,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 12,12,เขตลาดพร้าว,จรเข้บัว,10230
เขตสายไหม > ออเงิน > 10220,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 12,12,เขตสายไหม,ออเงิน,10220
เมืองนครศรีธรรมราช > ท่างิ้ว > 80280,นครศรีธรรมราช,80,นครศรีธรรมราช เขต 1,1,เมืองนครศรีธรรมราช,ท่างิ้ว,80280
เมืองนครศรีธรรมราช > ท่าซัก > 80000,นครศรีธรรมราช,80,นครศรีธรรมราช เขต 1,1,เมืองนครศรีธรรมราช,ท่าซัก,80000
เมืองนครศรีธรรมราช > นาทราย > 80280,นครศรีธรรมราช,80,นครศรีธรรมราช เขต 1,1,เมืองนครศรีธรรมราช,นาทราย,80280
เมืองนครศรีธรรมราช > นาเคียน > 80000,นครศรีธรรมราช,80,นครศรีธรรมราช เขต 1,1,เมืองนครศรีธรรมราช,นาเคียน,80000
เมืองนครศรีธรรมราช > ปากนคร > 80000,นครศรีธรรมราช,80,นครศรีธรรมราช เขต 1,1,เมืองนครศรีธรรมราช,ปากนคร,80000
เมืองนครศรีธรรมราช > โพธิ์เสด็จ > 80000,นครศรีธรรมราช,80,นครศรีธรรมราช เขต 1,1,เมืองนครศรีธรรมราช,โพธิ์เสด็จ,80000
เมืองกำแพงเพชร > คณฑี > 62000,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,คณฑี,62000
เมืองกำแพงเพชร > คลองแม่ลาย > 62000,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,คลองแม่ลาย,62000
เมืองกำแพงเพชร > ทรงธรรม > 62000,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,ทรงธรรม,62000
เมืองกำแพงเพชร > ท่าขุนราม > 62000,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,ท่าขุนราม,62000
เมืองกำแพงเพชร > ธำมรงค์ > 62160,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,ธำมรงค์,62160
เมืองกำแพงเพชร > นครชุม > 62000,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,นครชุม,62000
เมืองกำแพงเพชร > นาบ่อคำ > 62000,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,นาบ่อคำ,62000
เมืองกำแพงเพชร > นิคมทุ่งโพธิ์ทะเล > 62000,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,นิคมทุ่งโพธิ์ทะเล,62000
เมืองกำแพงเพชร > ลานดอกไม้ > 62000,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,ลานดอกไม้,62000
เมืองกำแพงเพชร > วังทอง > 62000,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,วังทอง,62000
เมืองกำแพงเพชร > หนองปลิง > 62000,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,หนองปลิง,62000
เมืองกำแพงเพชร > อ่างทอง > 62000,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,อ่างทอง,62000
เมืองกำแพงเพชร > เทพนคร > 62000,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,เทพนคร,62000
เมืองกำแพงเพชร > ในเมือง > 62000,กำแพงเพชร,62,กำแพงเพชร เขต 1,1,เมืองกำแพงเพชร,ในเมือง,62000
ด่านซ้าย > กกสะทอน > 42120,เลย,42,เลย เขต 3,3,ด่านซ้าย,กกสะทอน,42120
ด่านซ้าย > ด่านซ้าย > 42120,เลย,42,เลย เขต 3,3,ด่านซ้าย,ด่านซ้าย,42120
ด่านซ้าย > นาดี > 42120,เลย,42,เลย เขต 3,3,ด่านซ้าย,นาดี,42120
ด่านซ้าย > นาหอ > 42120,เลย,42,เลย เขต 3,3,ด่านซ้าย,นาหอ,42120
ด่านซ้าย > ปากหมัน > 42120,เลย,42,เลย เขต 3,3,ด่านซ้าย,ปากหมัน,42120
ด่านซ้าย > วังยาว > 42120,เลย,42,เลย เขต 3,3,ด่านซ้าย,วังยาว,42120
ด่านซ้าย > อิปุ่ม > 42120,เลย,42,เลย เขต 3,3,ด่านซ้าย,อิปุ่ม,42120
ด่านซ้าย > โคกงาม > 42120,เลย,42,เลย เขต 3,3,ด่านซ้าย,โคกงาม,42120
ด่านซ้าย > โป่ง > 42120,เลย,42,เลย เขต 3,3,ด่านซ้าย,โป่ง,42120
ด่านซ้าย > โพนสูง > 42120,เลย,42,เลย เขต 3,3,ด่านซ้าย,โพนสูง,42120
นาแห้ว > นาพึง > 42170,เลย,42,เลย เขต 3,3,นาแห้ว,นาพึง,42170
นาแห้ว > นามาลา > 42170,เลย,42,เลย เขต 3,3,นาแห้ว,นามาลา,42170
นาแห้ว > นาแห้ว > 42170,เลย,42,เลย เขต 3,3,นาแห้ว,นาแห้ว,42170
นาแห้ว > เหล่ากอหก > 42170,เลย,42,เลย เขต 3,3,นาแห้ว,เหล่ากอหก,42170
นาแห้ว > แสงภา > 42170,เลย,42,เลย เขต 3,3,นาแห้ว,แสงภา,42170
ภูเรือ > ท่าศาลา > 42160,เลย,42,เลย เขต 3,3,ภูเรือ,ท่าศาลา,42160
ภูเรือ > ปลาบ่า > 42160,เลย,42,เลย เขต 3,3,ภูเรือ,ปลาบ่า,42160
ภูเรือ > ร่องจิก > 42160,เลย,42,เลย เขต 3,3,ภูเรือ,ร่องจิก,42160
ภูเรือ > ลาดค่าง > 42160,เลย,42,เลย เขต 3,3,ภูเรือ,ลาดค่าง,42160
ภูเรือ > สานตม > 42160,เลย,42,เลย เขต 3,3,ภูเรือ,สานตม,42160
ภูเรือ > หนองบัว > 42160,เลย,42,เลย เขต 3,3,ภูเรือ,หนองบัว,42160
วังสะพุง > ทรายขาว > 42130,เลย,42,เลย เขต 3,3,วังสะพุง,ทรายขาว,42130
วังสะพุง > ปากปวน > 42130,เลย,42,เลย เขต 3,3,วังสะพุง,ปากปวน,42130
วังสะพุง > ผาน้อย > 42130,เลย,42,เลย เขต 3,3,วังสะพุง,ผาน้อย,42130
วังสะพุง > ผาบิ้ง > 42130,เลย,42,เลย เขต 3,3,วังสะพุง,ผาบิ้ง,42130
วังสะพุง > วังสะพุง > 42130,เลย,42,เลย เขต 3,3,วังสะพุง,วังสะพุง,42130
วังสะพุง > หนองงิ้ว > 42130,เลย,42,เลย เขต 3,3,วังสะพุง,หนองงิ้ว,42130
วังสะพุง > เขาหลวง > 42130,เลย,42,เลย เขต 3,3,วังสะพุง,เขาหลวง,42130
เมืองสมุทรปราการ > ท้ายบ้าน > 10280,สมุทรปราการ,11,สมุทรปราการ เขต 1,1,เมืองสมุทรปราการ,ท้ายบ้าน,10280
เมืองสมุทรปราการ > บางด้วน > 10270,สมุทรปราการ,11,สมุทรปราการ เขต 1,1,เมืองสมุทรปราการ,บางด้วน,10270
เมืองสมุทรปราการ > บางเมือง > 10270,สมุทรปราการ,11,สมุทรปราการ เขต 1,1,เมืองสมุทรปราการ,บางเมือง,10270
เมืองสมุทรปราการ > บางโปรง > 10270,สมุทรปราการ,11,สมุทรปราการ เขต 1,1,เมืองสมุทรปราการ,บางโปรง,10270
เมืองสมุทรปราการ > ปากน้ำ > 10270,สมุทรปราการ,11,สมุทรปราการ เขต 1,1,เมืองสมุทรปราการ,ปากน้ำ,10270
บางพลี > บางปลา > 10540,สมุทรปราการ,11,สมุทรปราการ เขต 5,5,บางพลี,บางปลา,10540
บางพลี > บางโฉลง > 10540,สมุทรปราการ,11,สมุทรปราการ เขต 5,5,บางพลี,บางโฉลง,10540
บางพลี > ราชาเทวะ > 10540,สมุทรปราการ,11,สมุทรปราการ เขต 5,5,บางพลี,ราชาเทวะ,10540
บางพลี > หนองปรือ > 10540,สมุทรปราการ,11,สมุทรปราการ เขต 5,5,บางพลี,หนองปรือ,10540
บางเสาธง > ศีรษะจรเข้น้อย > 10570,สมุทรปราการ,11,สมุทรปราการ เขต 5,5,บางเสาธง,ศีรษะจรเข้น้อย,10570
เมืองสมุทรปราการ > แพรกษาใหม่ > 10280,สมุทรปราการ,11,สมุทรปราการ เขต 5,5,เมืองสมุทรปราการ,แพรกษาใหม่,10280
บางพลี > บางพลีใหญ่ > 10540,สมุทรปราการ,11,สมุทรปราการ เขต 4,4,บางพลี,บางพลีใหญ่,10540
บางพลี > บางแก้ว > 10540,สมุทรปราการ,11,สมุทรปราการ เขต 4,4,บางพลี,บางแก้ว,10540
เมืองสมุทรปราการ > บางเมืองใหม่ > 10270,สมุทรปราการ,11,สมุทรปราการ เขต 3,3,เมืองสมุทรปราการ,บางเมืองใหม่,10270
เมืองสมุทรปราการ > สำโรงเหนือ > 10270,สมุทรปราการ,11,สมุทรปราการ เขต 3,3,เมืองสมุทรปราการ,สำโรงเหนือ,10270
เมืองสมุทรปราการ > เทพารักษ์ > 10270,สมุทรปราการ,11,สมุทรปราการ เขต 3,3,เมืองสมุทรปราการ,เทพารักษ์,10270
เมืองสมุทรปราการ > ท้ายบ้านใหม่ > 10280,สมุทรปราการ,11,สมุทรปราการ เขต 2,2,เมืองสมุทรปราการ,ท้ายบ้านใหม่,10280
เมืองสมุทรปราการ > บางปู > 10280,สมุทรปราการ,11,สมุทรปราการ เขต 2,2,เมืองสมุทรปราการ,บางปู,10280
เมืองสมุทรปราการ > บางปูใหม่ > 10280,สมุทรปราการ,11,สมุทรปราการ เขต 2,2,เมืองสมุทรปราการ,บางปูใหม่,10280
เมืองสมุทรปราการ > แพรกษา > 10280,สมุทรปราการ,11,สมุทรปราการ เขต 2,2,เมืองสมุทรปราการ,แพรกษา,10280
เขตมีนบุรี > มีนบุรี > 10510,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 19,19,เขตมีนบุรี,มีนบุรี,10510
เขตสะพานสูง > ราษฎร์พัฒนา > 10240,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 19,19,เขตสะพานสูง,ราษฎร์พัฒนา,10240
เขตสะพานสูง > สะพานสูง > 10240,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 19,19,เขตสะพานสูง,สะพานสูง,10240
เมืองภูเก็ต > ตลาดเหนือ > 83000,ภูเก็ต,83,ภูเก็ต เขต 1,1,เมืองภูเก็ต,ตลาดเหนือ,83000
เมืองภูเก็ต > ตลาดใหญ่ > 83000,ภูเก็ต,83,ภูเก็ต เขต 1,1,เมืองภูเก็ต,ตลาดใหญ่,83000
เมืองภูเก็ต > รัษฎา > 83000,ภูเก็ต,83,ภูเก็ต เขต 1,1,เมืองภูเก็ต,รัษฎา,83000
เมืองภูเก็ต > เกาะแก้ว > 83000,ภูเก็ต,83,ภูเก็ต เขต 1,1,เมืองภูเก็ต,เกาะแก้ว,83000
กะทู้ > กมลา > 83150,ภูเก็ต,83,ภูเก็ต เขต 2,2,กะทู้,กมลา,83150
กะทู้ > ป่าตอง > 83150,ภูเก็ต,83,ภูเก็ต เขต 2,2,กะทู้,ป่าตอง,83150
เมืองภูเก็ต > กะรน > 83100,ภูเก็ต,83,ภูเก็ต เขต 2,2,เมืองภูเก็ต,กะรน,83100
เมืองภูเก็ต > ฉลอง > 83130,ภูเก็ต,83,ภูเก็ต เขต 2,2,เมืองภูเก็ต,ฉลอง,83130
เมืองภูเก็ต > ราไวย์ > 83130,ภูเก็ต,83,ภูเก็ต เขต 2,2,เมืองภูเก็ต,ราไวย์,83130
เมืองภูเก็ต > วิชิต > 83000,ภูเก็ต,83,ภูเก็ต เขต 2,2,เมืองภูเก็ต,วิชิต,83000
เขตบางกะปิ > คลองจั่น > 10240,กรุงเทพมหานคร,10,กรุงเทพมหานคร เขต 14,14,เขตบางกะปิ,คลองจั่น,10240
